Base index shifted,400#TOP#AVERAGE,400#TOP#STD,400#BOT#AVERAGE,400#BOT#STD
-49.0,0.00028524035071328846,5.824712968612961e-05,0.0,0.0
-48.0,0.0004286885379057379,0.00018806697225681173,9.556207475151118e-05,3.334326191646841e-05
-47.0,0.0004218878247731852,0.00015717160338882762,5.324622959778478e-05,4.688160271603234e-05
-46.0,0.00021467563981022057,0.000137777751737365,8.344441305699202e-05,7.343183760823307e-05
-45.0,0.0002951894086346581,7.398984805161869e-05,3.870878623438133e-05,5.685786254229782e-06
-44.0,0.000587379409881973,0.00032706396756229986,6.018437386014774e-05,3.1582476982941395e-05
-43.0,0.000357533061791394,8.654426958477753e-05,6.612783150322506e-05,4.986767094073136e-05
-42.0,0.00027536326929534594,0.00020158240854777141,7.361792291824242e-05,4.5334272637820255e-05
-41.0,0.0002765774651571543,8.16229086334573e-05,8.51836374601072e-05,4.3863747342859117e-05
-40.0,0.0006738969778757164,0.00030814984071966226,9.798185642039547e-05,4.1189178781382055e-05
-39.0,0.0006782840644375825,0.00017771637843991319,8.157657854076212e-05,3.54070799372248e-05
-38.0,0.000307725576439429,0.00013551082317871352,0.0001127952733601261,5.405007867248104e-05
-37.0,0.0006224727799163119,0.0003299506718022484,0.0002757558398104752,6.176609418548838e-05
-36.0,0.0005327527909166505,6.332130024486859e-05,5.9825017338668516e-05,2.6726714655408078e-05
-35.0,0.0003765148565752728,0.0001711297443482897,0.0002112198692471528,5.5519286039302834e-05
-34.0,0.000811753663402802,0.00024305815232707312,0.00019814567671053737,0.00010765968809445748
-33.0,0.0004553006252246726,6.989375973261879e-05,7.686562531610826e-05,4.171553831301758e-05
-32.0,0.0007225917741751605,0.0002266375053542761,0.00011882211394835547,6.119418167900571e-05
-31.0,0.0005452741935684913,0.00012487948491240783,0.00010095358524193413,7.758517026977945e-05
-30.0,0.001073545036738903,0.0002747745303527634,0.00016260120992886987,3.572066903643762e-05
-29.0,0.000819010969498087,0.00022415847192462226,0.00020455769856111706,2.6949791598957413e-05
-28.0,0.0003669061196544178,0.00012437069045540002,0.00015158744253965947,8.705859151977767e-06
-27.0,0.0002874576092903147,6.238951648994921e-05,0.00013859663294819602,0.00013105613912900454
-26.0,0.0014245457298948316,0.0001730963321022928,8.463169030745281e-05,4.3083663736876415e-05
-25.0,0.0006597440974635059,0.00020043975803352973,0.00015500191082782938,0.00010777661751394512
-24.0,0.0007130223483184765,0.0004081938052702037,0.0001263122053633728,3.9534034261934664e-05
-23.0,0.00038624300059174137,0.00011241502892466964,3.870878623438133e-05,5.685786254229782e-06
-22.0,0.0003661239708441009,0.00020599928311847254,0.00018344146745682987,1.639572655819117e-05
-21.0,0.0015353632654461105,0.00036617697070999607,0.00031090279429347415,0.00016864797855171512
-20.0,0.001609896119782188,0.00015573494784157293,9.880977714937705e-05,4.500345886029706e-05
-19.0,0.0031986243777396266,0.0005646665771819419,0.000201034022586924,2.1507816814364426e-05
-18.0,0.004413346266876851,0.00043810927307299786,3.870878623438133e-05,5.685786254229782e-06
-17.0,0.0056658108316769325,0.0005509022418811334,0.000189192334468732,8.02654474752621e-05
-16.0,0.011857840424404756,0.0014492085059545125,0.0001511188783321571,9.597193988630249e-05
-15.0,0.00670020761329213,0.0008432381419920833,0.00019770293724390611,3.5606588619073124e-05
-14.0,0.012990906325359161,0.0010592367010332732,0.0003465946245383541,8.701966488628625e-05
-13.0,0.007555149651755075,0.0004304116401215981,0.00014148497882458268,4.6637258684656955e-05
-12.0,0.01089407700703173,0.0008114599564025552,0.00031660843413741364,3.606593025238559e-05
-11.0,0.017878876994475375,0.0012791170790545986,0.0003174363548663952,2.7490323665004326e-05
-10.0,0.028041357359544997,0.001103802502673661,0.00021485275290736901,0.0001230762821241964
-9.0,0.02726582618161228,0.001727285657021837,0.00032980416539637043,0.00019201012416313515
-8.0,0.04739314766313677,0.0027402874923493784,0.0004091987800673861,4.0485065625545514e-05
-7.0,0.034493435372250025,0.0012505863500137727,0.0002317007702536336,4.975222138699611e-05
-6.0,0.01749824653096872,0.0005157195124423593,0.00011612635870314399,1.7057358762689332e-05
-5.0,0.0391165609970985,0.0009720351374598081,0.00024290712827401917,7.997812813683988e-05
-4.0,0.03727256893807673,0.001625125328694348,0.00027809223853420743,4.8445104916702944e-05
-3.0,0.05069455103273986,0.002280613888552671,0.0009702228204735696,0.00013661924250474205
-2.0,0.039093897303665026,0.0018270384745211912,0.00031435541835883336,0.00015093220691808453
-1.0,0.048393805150409454,0.0023954926852374665,0.003751530387077994,0.000710247966610469
0.0,0.07367514416114766,0.004371835087441437,0.9828610983981743,0.0005365409085320305
1.0,0.0461025583786626,0.002394873618463363,0.0004584527694834755,0.00011051477378186217
2.0,0.07222650498710165,0.0026054019915316196,0.00035079885777831624,9.763304556694864e-05
3.0,0.06019769480078249,0.001208105252533777,0.0002258406955557083,8.795114309103988e-05
4.0,0.035074023662430565,0.0006831230861798216,0.00032872609583193277,7.261709475668012e-05
5.0,0.056507720795660826,0.0016382067265817953,0.00020095063964177198,4.975613652310471e-05
6.0,0.022367830779548827,0.001969503293890305,0.000204390932670813,0.00015055224197557966
7.0,0.04840910689510123,0.0021583843642147805,0.0003591168699223152,3.2883604866038844e-05
8.0,0.03738721564774505,0.001091045323741164,0.00020519302865892346,5.737869127278111e-05
9.0,0.016080722428111344,0.000430049184141998,0.00012678076957087515,6.411898768984414e-05
10.0,0.0065147082860033,0.0010679415269429686,0.00010927159738593306,1.6811707649349965e-05
11.0,0.008015490324498005,0.0007561744422875138,5.657731494080266e-05,1.3379592011056517e-05
12.0,0.010147399908937142,0.0013435717624539797,0.0001587181774331976,1.3745161832502163e-05
13.0,0.0062510006640265165,0.000552631841248588,8.12172220192829e-05,6.115019660590472e-05
14.0,0.005163062271453881,0.00044207260814036386,9.085112152685733e-05,4.598513707920083e-05
15.0,0.0019118535761101425,0.0003541899448231318,2.7970992421498125e-05,2.4237734331329456e-05
16.0,0.002737578517084425,0.000480405504567014,4.825930279680373e-05,6.593473053618367e-05
17.0,0.0027399380674380104,0.0005595780412042309,0.00010186488891606773,1.9442290622217465e-05
18.0,0.0022685504128741184,0.00039745216591123144,8.760341912899148e-05,4.105348906298427e-05
19.0,0.0007960839159621443,6.190896989056287e-05,4.5922904073071484e-05,4.849813004471087e-05
20.0,0.0008700326507118603,0.00019271381463894802,6.370804983434079e-05,2.2228841277645608e-05
21.0,0.0018099198400198988,0.0003731507309002408,7.741757246876266e-05,1.1371572508459565e-05
22.0,0.0006390490676575195,0.00014008588280907532,6.351545920316562e-05,6.444609528906472e-05
23.0,0.0013537503243285522,0.0006398399348214426,8.815536628164587e-05,7.532290797124892e-06
24.0,0.0010476038106626868,0.0002202885787220782,7.130734893538128e-06,1.2350795130912286e-05
25.0,0.0008379534532177948,0.00024519779106383114,3.427380658605467e-05,5.93639743758355e-05
26.0,0.0005898650129560869,0.000264001886560328,6.307271973653438e-05,5.600175440839501e-05
27.0,0.00032460951974189515,6.456488998879533e-05,1.370952263442187e-05,2.37455897503342e-05
28.0,0.0004492968260553669,7.310456138939145e-05,7.491440785472636e-05,0.00010312355826851683
29.0,0.0005731872184055916,1.4310892483832308e-05,5.693667146228188e-05,6.228319847005361e-05
30.0,0.0003868664312422737,7.584710168212994e-05,6.640380507955225e-05,3.5356669155497985e-05
31.0,0.00029110997763405044,0.0001164212288687847,4.556354755159226e-05,1.4934942276971632e-05
32.0,0.0005535100164677534,0.00015207791827268318,3.546108383651547e-05,2.5088429303239446e-05
33.0,0.000713045232999422,0.00031078351769397126,9.47341540225296e-05,2.9650525696450996e-05
34.0,0.0006845087775117893,0.00019375625757441718,6.648718802470429e-05,5.7662480609989534e-05
35.0,0.0005648074424994752,0.00036189115695833075,7.805290256656907e-05,4.547890274534568e-05
36.0,0.0011171032631054202,0.00023458369569244927,3.482575373870906e-05,3.160707423957505e-05
37.0,0.0005755534143840918,0.00020374377766177137,3.898475981070852e-05,2.2580910251085028e-05
38.0,0.0006089662148355793,0.00018307613820232858,3.546108383651547e-05,2.5088429303239446e-05
39.0,0.0004278916239424909,0.00021925008782932003,1.3985496210749062e-05,1.2118867165664728e-05
40.0,0.00019934621337007748,7.378836558002009e-05,7.130734893538128e-06,1.2350795130912286e-05
41.0,0.00033705894589030873,0.00013989606725466836,0.00010594051204291517,5.716187033514516e-05
42.0,0.00039324008171795434,0.0003948541228461477,1.370952263442187e-05,2.37455897503342e-05
43.0,0.00014522361795967355,0.00011271301340548686,3.573705741284266e-05,3.2786442637548394e-05
44.0,0.0001948969310630948,6.537916978813463e-05,4.881124994945812e-05,4.3227652122711874e-05
45.0,0.00029525160437977464,0.0002859518458770095,2.8606322519304537e-05,3.281363384105479e-05
46.0,0.0001148724206406458,0.00011179579751891526,4.528757397526507e-05,3.247053807844918e-05
47.0,0.00016183921676505222,3.5274855286626686e-05,2.4723290023632267e-05,6.499805015333672e-06
48.0,0.0002532478948755803,9.342202590163167e-05,1.786852870642133e-05,1.6393221318774197e-05
49.0,0.00016713284362746827,0.00012784994441827603,7.777692899024188e-05,4.523269118851556e-05
50.0,0.00021587507051909876,4.532214849066473e-05,5.602536778814828e-05,3.1290134864261245e-05
51.0,0.0,0.0,5.2142335292476004e-05,4.4221619919643555e-05
